"At the end of 2023, will Vladimir Putin be President of Russia?",0.954118259585614,0.5824971308225424
"At the end of 2023, will Ukraine control the city of Sevastopol? If there is active fighting over the city, whoever controls the main train station (or, if destroyed, the piece of ground where the train station used to be) is counted as controlling the city.",0.000029494043613504456,0.26607546404226595
"At the end of 2023, will Ukraine control the city of Luhansk? If there is active fighting over the city, whoever controls the main train station (or, if destroyed, the piece of ground where the train station used to be) is counted as controlling the city.",0.00003277542666722037,0.7337305936758747
"At the end of 2023, will Ukraine control the city of Zaporizhzhia? If there is active fighting over the city, whoever controls the main train station (or, if destroyed, the piece of ground where the train station used to be) is counted as controlling the city.",0.00004782443207043475,0.8148827304874837
"In 2023, will there be a lasting cease-fire in the Russia-Ukraine war? A formal cease-fire will count, as long as it remains substantially in effect at the end of 2023. Minor violations won’t count against this as long as both sides and the international media agree it is still substantially in effect. An informal cease-fire will count if it involves at least one month without significant military action and the international media dubs it a de facto cease fire. A cease-fire which is signed but then substantially broken before 1/1/24 will not count.",0.00047563960262184644,0.14556047254614116
"In 2023, will the Kerch Bridge be destroyed, such that no vehicle can pass over it? As long as any vehicle (except, like, airplanes) can pass over the bridge, it does not count as destroyed. If the bridge is destroyed but successfully repaired before 1/1/24 so that vehicles can cross it again, it does not count as destroyed.",0.000019249957688028416,0.017248139856062973
"In 2023, will an issue involving a nuclear power plant in Ukraine require evacuation of a populated area? We will make this a judgment call but generally resolve positive if at least 25 civilians have to evacuate.",0.00006453687668475124,0.02434800051773369
"In 2023, will a nuclear weapon be detonated (including tests and accidents)? Detonation means nuclear explosion. If a nuclear weapon is launched/dropped/etc but the nuclear weapon does not detonate (due to malfunction, interception, etc), that would not count as detonation. If a conventional explosion occurs but no nuclear explosion (for example, a dirty bomb that distributes radioactive material with a conventional explosion), that doesn’t count.",0.00003773538467773862,0.016535072479294206
"In 2023, will a nuclear weapon be used in war (ie not a test or accident) and kill at least 10 people?",0.000011847751522270657,0.02451441934224592
"In 2023, will China launch a full-scale invasion of Taiwan? Very loosely, an invasion of a scale such that China most likely intended for it to establish direct control over at least half of the island of Taiwan, whether or not they actually accomplish this.",0.00006232185919886055,0.01834016464685583
"In 2023, will any new country join NATO? Sweden and Finland completing the accession process would count as new countries.",0.027913360245026397,0.0745065215356913
"In 2023, will Ali Khameini cease to be Supreme Leader of Iran?",0.00001791820199687755,0.07776746624651629
"In 2023, will any other war have more casualties than Russia-Ukraine? We will judge casualties for the Ukraine war based on the sum of the UN estimate of civilian deaths + injuries, plus each side's report of the other side's deaths + injuries. See eg https://en.wikipedia.org/wiki/2022_Russian_invasion_of_Ukraine#Field_casualties_and_injuries . We reserve the right to change this if one side starts giving implausible numbers. When a range is offered, the midpoint of the range will be taken. If there is no easy way to determine which Ukraine casualties happened in 2022 vs. 2023, the current total of 225,216 will be subtracted from the best available end-of-2023 number. The casualty numbers for other wars will be calculated in a method as similar to this as possible; if an identical methodology cannot be used, we reserve the right to use credible third-party (eg US government, well-known neutral media outlet) estimates.",0.00047906497839413304,0.09970374809555342
"In 2023, will there be more than 25 million confirmed COVID cases in China? Based on https://ourworldindata.org/covid-cases",0.00004838445230164211,0.24416085132637633
"In 2023, will prediction markets say Joe Biden is the most likely Democratic nominee for President in 2024? We will use Polymarket to resolve these questions looking at 00:01 Jan 1st 2024. If Polymarket stops existing or by our judgment is no longer credible, we will use whichever Manifold market on the question has the most traders. If neither Polymarket nor Manifold exist and are credible, we will use our judgment to select an alternative source.",0.00023015755319824441,0.48645928142477785
"In 2023, will prediction markets say Gavin Newsom is the most likely Democratic nominee for President in 2024? We will use Polymarket to resolve these questions looking at 00:01 Jan 1st 2024. If Polymarket stops existing or by our judgment is no longer credible, we will use whichever Manifold market on the question has the most traders. If neither Polymarket nor Manifold exist and are credible, we will use our judgment to select an alternative source.",0.00008284756932696136,0.3336585925855061
"In 2023, will prediction markets say Donald Trump is the most likely Republican nominee for President in 2024? We will use Polymarket to resolve these questions looking at 00:01 Jan 1st 2024. If Polymarket stops existing or by our judgment is no longer credible, we will use whichever Manifold market on the question has the most traders. If neither Polymarket nor Manifold exist and are credible, we will use our judgment to select an alternative source.",0.00004518000409624483,0.4491310417998109
"In 2023, will prediction markets say Ron DeSantis is the most likely Republican nominee for President in 2024? We will use Polymarket to resolve these questions looking at 00:01 Jan 1st 2024. If Polymarket stops existing or by our judgment is no longer credible, we will use whichever Manifold market on the question has the most traders. If neither Polymarket nor Manifold exist and are credible, we will use our judgment to select an alternative source.",0.00007691493007066259,0.28870638634191914
"In 2023, will the Supreme Court rule against affirmative action?",0.00001471911281633136,0.34926204663144433
"In 2023, will there be any change in the composition of the Supreme Court? Most likely justices dying or resigning, but court packing would also qualify.",0.9309619175729881,0.06883421914581134
"In 2023, will Donald Trump make at least one tweet? Resolves positively if the @realdonaldtrump account tweets with Trump's implied approval, even if the tweet was written by an intern. Does not resolve positively if the account is hacked or tweets apparently without Trump's approval.",0.9420413148202987,0.5996961924343825
